# HDT throughput run started 2026-09-18T15:54:42+02:00
# config: virtual_file_size_mb=50 conn_interval_units=80 packet_size_bytes=506 delay=5
timestamp,phy,virtual_file_size_mb,throughput_kbps,avg_throughput_kbps,transfer_time_ms,connection_interval_ms,packet_size_bytes
2026-09-18T18:26:56+02:00,HDT2,50,1513,1504,278906,100,506
2026-09-18T18:29:07+02:00,HDT7.5,50,3830,3254,128562,100,506
2026-09-18T18:31:14+02:00,HDT6,50,3396,3345,125391,100,506
2026-09-18T18:34:01+02:00,HDT4,50,2591,2560,163812,100,506
2026-09-18T18:37:23+02:00,HDT3,50,2156,2096,200187,100,506
2026-09-18T18:42:05+02:00,HDT2,50,1513,1497,280360,100,506
2026-09-18T18:44:14+02:00,HDT7.5,50,3830,3304,126860,100,506
2026-09-18T18:46:22+02:00,HDT6,50,3460,3353,125157,100,506
2026-09-18T18:49:08+02:00,HDT4,50,2639,2556,164281,100,506
2026-09-18T18:52:31+02:00,HDT3,50,2124,2087,201016,100,506
2026-09-18T18:57:12+02:00,HDT2,50,1529,1504,278922,100,506
2026-09-18T18:59:19+02:00,HDT7.5,50,3734,3368,124406,100,506
2026-09-18T19:01:26+02:00,HDT6,50,3444,3365,124656,100,506
2026-09-18T19:04:11+02:00,HDT4,50,2591,2568,163375,100,506
2026-09-18T19:07:33+02:00,HDT3,50,2124,2103,199609,100,506
2026-09-18T19:12:13+02:00,HDT2,50,1545,1509,277906,100,506
2026-09-18T19:14:24+02:00,HDT7.5,50,3911,3260,128703,100,506
2026-09-18T19:16:32+02:00,HDT6,50,3428,3325,126203,100,506
2026-09-18T19:19:19+02:00,HDT4,50,2639,2555,164156,100,506
2026-09-18T19:22:40+02:00,HDT3,50,2108,2100,199859,100,506
2026-09-18T19:27:21+02:00,HDT2,50,1545,1508,278156,100,506
2026-09-18T19:29:28+02:00,HDT7.5,50,3814,3346,125250,100,506
2026-09-18T19:31:35+02:00,HDT6,50,3380,3370,124453,100,506
2026-09-18T19:34:20+02:00,HDT4,50,2591,2566,163469,100,506
2026-09-18T19:37:43+02:00,HDT3,50,2108,2088,200875,100,506
2026-09-18T19:42:24+02:00,HDT2,50,1545,1503,279094,100,506
2026-09-18T19:44:32+02:00,HDT7.5,50,3863,3356,125110,100,506
2026-09-18T19:46:40+02:00,HDT6,50,3396,3334,125797,100,506
2026-09-18T19:49:26+02:00,HDT4,50,2639,2556,164204,100,506
2026-09-18T19:52:49+02:00,HDT3,50,2124,2088,201000,100,506
2026-09-18T19:57:30+02:00,HDT2,50,1513,1504,278921,100,506
2026-09-18T19:59:37+02:00,HDT7.5,50,3830,3364,124610,100,506
2026-09-18T20:01:45+02:00,HDT6,50,3396,3344,125437,100,506
2026-09-18T20:04:30+02:00,HDT4,50,2639,2571,163172,100,506
2026-09-18T20:07:51+02:00,HDT3,50,2156,2114,198391,100,506
2026-09-18T20:12:31+02:00,HDT2,50,1545,1506,278563,100,506
2026-09-18T20:14:37+02:00,HDT7.5,50,2269,3382,123890,100,506
