# HDT throughput run started 2026-09-18T15:54:42+02:00
# config: virtual_file_size_mb=50 conn_interval_units=80 packet_size_bytes=506 delay=5
timestamp,phy,virtual_file_size_mb,throughput_kbps,avg_throughput_kbps,transfer_time_ms,connection_interval_ms,packet_size_bytes
2026-09-18T17:33:23+02:00,HDT4,50,2639,2532,165688,100,506
2026-09-18T17:36:46+02:00,HDT3,50,2156,2093,200657,100,506
2026-09-18T17:41:28+02:00,HDT2,50,1523,1496,280657,100,506
2026-09-18T17:43:41+02:00,HDT7.5,50,3750,3230,130250,100,506
2026-09-18T17:45:50+02:00,HDT6,50,3380,3302,127000,100,506
2026-09-18T17:48:37+02:00,HDT4,50,2639,2549,164687,100,506
2026-09-18T17:52:01+02:00,HDT3,50,2140,2077,201984,100,506
2026-09-18T17:56:44+02:00,HDT2,50,1513,1492,281109,100,506
2026-09-18T17:58:52+02:00,HDT7.5,50,3846,3328,126078,100,506
2026-09-18T18:01:01+02:00,HDT6,50,3396,3315,126562,100,506
2026-09-18T18:03:47+02:00,HDT4,50,2639,2561,163750,100,506
2026-09-18T18:07:08+02:00,HDT3,50,2132,2107,199203,100,506
2026-09-18T18:11:49+02:00,HDT2,50,1496,1505,278782,100,506
2026-09-18T18:13:59+02:00,HDT7.5,50,3879,3282,127969,100,506
2026-09-18T18:16:07+02:00,HDT6,50,3396,3345,125531,100,506
2026-09-18T18:18:52+02:00,HDT4,50,2639,2569,163219,100,506
2026-09-18T18:22:15+02:00,HDT3,50,2108,2091,200609,100,506
