# HDT throughput run started 2026-08-19T14:25:04+02:00
# config: virtual_file_size_mb=50 conn_interval_units=40 packet_size_bytes=247 delay=5
timestamp,phy,virtual_file_size_mb,throughput_kbps,avg_throughput_kbps,transfer_time_ms
2026-08-19T16:19:52+02:00,HDT4,50,1936,1892,221673
2026-08-19T16:24:16+02:00,HDT3,50,1639,1592,263422
2026-08-19T16:30:05+02:00,HDT2,50,1225,1206,347847
2026-08-19T16:32:58+02:00,HDT7.5,50,2576,2442,171826
2026-08-19T16:36:08+02:00,HDT6,50,2326,2224,188676
2026-08-19T16:39:56+02:00,HDT4,50,1952,1851,226749
2026-08-19T16:44:26+02:00,HDT3,50,1631,1564,268204
2026-08-19T16:50:14+02:00,HDT2,50,1249,1208,347327
2026-08-19T16:53:05+02:00,HDT7.5,50,2561,2473,169680
2026-08-19T16:56:15+02:00,HDT6,50,2342,2231,188089
2026-08-19T16:59:59+02:00,HDT4,50,1936,1877,223500
2026-08-19T17:04:26+02:00,HDT3,50,1631,1581,265422
2026-08-19T17:10:16+02:00,HDT2,50,1116,1203,348596
2026-08-19T17:13:15+02:00,HDT7.5,50,2576,2354,178194
2026-08-19T17:16:25+02:00,HDT6,50,2334,2220,189030
2026-08-19T17:20:11+02:00,HDT4,50,1944,1868,224819
2026-08-19T17:24:39+02:00,HDT3,50,1631,1574,266543
2026-08-19T17:30:30+02:00,HDT2,50,1108,1201,349461
2026-08-19T17:33:32+02:00,HDT7.5,50,2537,2323,180525
2026-08-19T17:36:44+02:00,HDT6,50,1405,2197,191027
2026-08-19T17:40:30+02:00,HDT4,50,1952,1868,224646
2026-08-19T17:44:56+02:00,HDT3,50,1538,1579,265637
2026-08-19T17:50:47+02:00,HDT2,50,1249,1201,349217
2026-08-19T17:53:46+02:00,HDT7.5,50,2576,2357,177941
2026-08-19T17:56:59+02:00,HDT6,50,2311,2187,191795
2026-08-19T18:00:44+02:00,HDT4,50,1952,1874,223732
2026-08-19T18:05:11+02:00,HDT3,50,1460,1581,265256
2026-08-19T18:10:57+02:00,HDT2,50,1249,1215,345187
2026-08-19T18:13:50+02:00,HDT7.5,50,2053,2451,171289
2026-08-19T18:16:57+02:00,HDT6,50,2186,2250,186377
2026-08-19T18:20:40+02:00,HDT4,50,1952,1894,221392
2026-08-19T18:25:03+02:00,HDT3,50,1639,1601,262007
2026-08-19T18:30:49+02:00,HDT2,50,1249,1215,345223
2026-08-19T18:33:40+02:00,HDT7.5,50,2584,2484,168944
2026-08-19T18:36:45+02:00,HDT6,50,2334,2275,184383
2026-08-19T18:40:27+02:00,HDT4,50,1827,1900,220838
2026-08-19T18:44:51+02:00,HDT3,50,1639,1597,262588
2026-08-19T18:50:37+02:00,HDT2,50,1249,1217,344740
2026-08-19T18:53:27+02:00,HDT7.5,50,2553,2486,168754
2026-08-19T18:56:32+02:00,HDT6,50,2061,2277,184236
2026-08-19T19:00:14+02:00,HDT4,50,1936,1902,220516
2026-08-19T19:04:38+02:00,HDT3,50,1639,1596,262878
2026-08-19T19:10:24+02:00,HDT2,50,1249,1217,344727
2026-08-19T19:13:14+02:00,HDT7.5,50,2576,2495,168181
2026-08-19T19:16:19+02:00,HDT6,50,2342,2278,184224
2026-08-19T19:20:01+02:00,HDT4,50,1952,1904,220392
2026-08-19T19:24:25+02:00,HDT3,50,1639,1594,263164
2026-08-19T19:30:11+02:00,HDT2,50,1249,1217,344602
2026-08-19T19:33:00+02:00,HDT7.5,50,2561,2502,167653
2026-08-19T19:36:06+02:00,HDT6,50,2334,2272,184618
2026-08-19T19:39:48+02:00,HDT4,50,1952,1900,220826
2026-08-19T19:44:12+02:00,HDT3,50,1631,1596,262771
2026-08-19T19:49:57+02:00,HDT2,50,1249,1220,343892
2026-08-19T19:52:47+02:00,HDT7.5,50,2576,2487,168646
2026-08-19T19:55:51+02:00,HDT6,50,1858,2284,183593
2026-08-19T19:59:33+02:00,HDT4,50,1952,1903,220426
2026-08-19T20:03:56+02:00,HDT3,50,1639,1604,261539
2026-08-19T20:09:41+02:00,HDT2,50,1249,1218,344259
2026-08-19T20:12:30+02:00,HDT7.5,50,2568,2500,167812
2026-08-19T20:15:35+02:00,HDT6,50,2342,2284,183782
2026-08-19T20:19:17+02:00,HDT4,50,1952,1906,220012
2026-08-19T20:23:40+02:00,HDT3,50,1639,1602,261746
2026-08-19T20:29:25+02:00,HDT2,50,1054,1219,344041
2026-08-19T20:32:14+02:00,HDT7.5,50,2568,2501,167775
2026-08-19T20:35:20+02:00,HDT6,50,1959,2271,184757
2026-08-19T20:39:02+02:00,HDT4,50,1944,1897,221143
2026-08-19T20:43:26+02:00,HDT3,50,1639,1601,262164
2026-08-19T20:49:11+02:00,HDT2,50,1249,1219,343949
2026-08-19T20:52:00+02:00,HDT7.5,50,2568,2502,167650
2026-08-19T20:55:06+02:00,HDT6,50,2342,2271,184795
2026-08-19T20:58:47+02:00,HDT4,50,1952,1907,220056
2026-08-19T21:03:11+02:00,HDT3,50,1639,1595,263129
2026-08-19T21:08:56+02:00,HDT2,50,1249,1220,343980
2026-08-19T21:11:46+02:00,HDT7.5,50,2584,2499,168074
2026-08-19T21:14:51+02:00,HDT6,50,2342,2273,184505
2026-08-19T21:18:33+02:00,HDT4,50,1959,1908,219946
2026-08-19T21:22:56+02:00,HDT3,50,1639,1598,262602
2026-08-19T21:28:42+02:00,HDT2,50,1249,1220,343804
2026-08-19T21:31:31+02:00,HDT7.5,50,2576,2501,167816
2026-08-19T21:34:36+02:00,HDT6,50,2326,2275,184371
2026-08-19T21:38:17+02:00,HDT4,50,1952,1911,219506
2026-08-19T21:42:41+02:00,HDT3,50,1639,1595,262944
2026-08-19T21:48:26+02:00,HDT2,50,1249,1219,344139
2026-08-19T21:51:16+02:00,HDT7.5,50,2443,2495,168194
2026-08-19T21:54:21+02:00,HDT6,50,2342,2278,184094
2026-08-19T21:58:03+02:00,HDT4,50,1952,1902,220631
2026-08-19T22:02:25+02:00,HDT3,50,1639,1604,261449
2026-08-19T22:08:11+02:00,HDT2,50,1249,1220,343882
2026-08-19T22:10:59+02:00,HDT7.5,50,2576,2504,167555
2026-08-19T22:14:05+02:00,HDT6,50,2318,2277,184243
2026-08-19T22:17:47+02:00,HDT4,50,1952,1900,220771
2026-08-19T22:22:10+02:00,HDT3,50,1639,1598,262489
2026-08-19T22:27:55+02:00,HDT2,50,1249,1221,343658
2026-08-19T22:30:44+02:00,HDT7.5,50,2568,2498,167900
2026-08-19T22:33:50+02:00,HDT6,50,2334,2274,184503
2026-08-19T22:37:32+02:00,HDT4,50,1952,1904,220432
2026-08-19T22:41:55+02:00,HDT3,50,1585,1601,261971
2026-08-19T22:47:40+02:00,HDT2,50,1015,1219,343927
2026-08-19T22:50:29+02:00,HDT7.5,50,2576,2504,167563
2026-08-19T22:53:34+02:00,HDT6,50,2342,2288,183339
2026-08-19T22:57:15+02:00,HDT4,50,1952,1905,220326
2026-08-19T23:01:39+02:00,HDT3,50,1639,1600,262253
2026-08-19T23:07:25+02:00,HDT2,50,1249,1217,344727
2026-08-19T23:10:13+02:00,HDT7.5,50,2061,2508,167232
2026-08-19T23:13:18+02:00,HDT6,50,2326,2278,184168
2026-08-19T23:17:00+02:00,HDT4,50,1952,1904,220321
2026-08-19T23:21:23+02:00,HDT3,50,1639,1601,262110
2026-08-19T23:27:09+02:00,HDT2,50,1249,1218,344398
2026-08-19T23:29:58+02:00,HDT7.5,50,2576,2501,167818
2026-08-19T23:33:03+02:00,HDT6,50,2342,2278,184126
2026-08-19T23:36:45+02:00,HDT4,50,1952,1901,220662
2026-08-19T23:41:08+02:00,HDT3,50,1639,1601,261987
2026-08-19T23:46:53+02:00,HDT2,50,1249,1221,343498
2026-08-19T23:49:42+02:00,HDT7.5,50,2420,2502,167700
2026-08-19T23:52:47+02:00,HDT6,50,2342,2281,183970
2026-08-19T23:56:29+02:00,HDT4,50,1952,1902,220663
2026-08-20T00:00:52+02:00,HDT3,50,1577,1600,262162
2026-08-20T00:06:38+02:00,HDT2,50,1108,1218,344550
2026-08-20T00:09:27+02:00,HDT7.5,50,2576,2498,167970
2026-08-20T00:12:33+02:00,HDT6,50,2342,2280,184104
2026-08-20T00:16:15+02:00,HDT4,50,1741,1903,220575
2026-08-20T00:20:37+02:00,HDT3,50,1639,1603,261685
2026-08-20T00:26:22+02:00,HDT2,50,1249,1221,343636
2026-08-20T00:29:11+02:00,HDT7.5,50,2576,2506,167437
2026-08-20T00:32:18+02:00,HDT6,50,1998,2262,185543
2026-08-20T00:35:59+02:00,HDT4,50,1952,1902,220515
2026-08-20T00:40:23+02:00,HDT3,50,1639,1599,262428
2026-08-20T00:46:08+02:00,HDT2,50,1061,1220,343928
2026-08-20T00:48:57+02:00,HDT7.5,50,2568,2502,167677
2026-08-20T00:52:02+02:00,HDT6,50,2295,2287,183432
2026-08-20T00:55:43+02:00,HDT4,50,1952,1903,220385
2026-08-20T01:00:06+02:00,HDT3,50,1647,1608,260902
2026-08-20T01:05:52+02:00,HDT2,50,1249,1217,344734
2026-08-20T01:08:41+02:00,HDT7.5,50,2576,2499,167899
2026-08-20T01:11:46+02:00,HDT6,50,2342,2277,184134
2026-08-20T01:15:28+02:00,HDT4,50,1889,1902,220660
2026-08-20T01:19:51+02:00,HDT3,50,1639,1600,262230
2026-08-20T01:25:37+02:00,HDT2,50,1249,1216,344859
2026-08-20T01:28:26+02:00,HDT7.5,50,2350,2510,167261
2026-08-20T01:31:31+02:00,HDT6,50,2342,2281,183931
2026-08-20T01:35:13+02:00,HDT4,50,1944,1899,220816
2026-08-20T01:39:37+02:00,HDT3,50,1639,1599,262400
2026-08-20T01:45:22+02:00,HDT2,50,1249,1220,343895
2026-08-20T01:48:11+02:00,HDT7.5,50,2576,2492,168350
2026-08-20T01:51:17+02:00,HDT6,50,2342,2277,184198
2026-08-20T01:54:58+02:00,HDT4,50,1952,1902,220527
2026-08-20T01:59:12+02:00,HDT3,50,1639,1661,252552
2026-08-20T02:04:58+02:00,HDT2,50,1022,1217,344637
2026-08-20T02:07:48+02:00,HDT7.5,50,2561,2491,168350
2026-08-20T02:10:53+02:00,HDT6,50,2342,2276,184307
2026-08-20T02:14:35+02:00,HDT4,50,1952,1901,220731
2026-08-20T02:18:59+02:00,HDT3,50,1631,1600,262163
2026-08-20T02:24:43+02:00,HDT2,50,1249,1221,343590
2026-08-20T02:27:32+02:00,HDT7.5,50,2561,2507,167387
2026-08-20T02:30:38+02:00,HDT6,50,1873,2271,184657
2026-08-20T02:34:20+02:00,HDT4,50,1952,1897,221152
2026-08-20T02:38:45+02:00,HDT3,50,1639,1593,263347
2026-08-20T02:44:30+02:00,HDT2,50,1249,1220,343860
2026-08-20T02:47:19+02:00,HDT7.5,50,2561,2496,168160
2026-08-20T02:50:24+02:00,HDT6,50,2342,2286,183490
2026-08-20T02:54:06+02:00,HDT4,50,1952,1896,221233
2026-08-20T02:58:30+02:00,HDT3,50,1631,1598,262579
2026-08-20T03:04:15+02:00,HDT2,50,1249,1219,344035
2026-08-20T03:07:05+02:00,HDT7.5,50,2576,2501,167766
2026-08-20T03:10:10+02:00,HDT6,50,2334,2271,184735
2026-08-20T03:13:53+02:00,HDT4,50,1952,1899,220841
2026-08-20T03:18:16+02:00,HDT3,50,1538,1599,262349
2026-08-20T03:24:01+02:00,HDT2,50,1233,1221,343745
2026-08-20T03:26:50+02:00,HDT7.5,50,2272,2496,168045
2026-08-20T03:29:56+02:00,HDT6,50,2342,2275,184428
2026-08-20T03:33:38+02:00,HDT4,50,1952,1903,220403
2026-08-20T03:38:01+02:00,HDT3,50,1639,1597,262600
2026-08-20T03:43:47+02:00,HDT2,50,1249,1218,344370
2026-08-20T03:46:37+02:00,HDT7.5,50,2155,2487,168703
2026-08-20T03:49:43+02:00,HDT6,50,2342,2268,185076
2026-08-20T03:53:24+02:00,HDT4,50,1952,1908,219992
2026-08-20T03:57:47+02:00,HDT3,50,1639,1603,261751
2026-08-20T04:03:34+02:00,HDT2,50,1249,1216,345074
2026-08-20T04:06:22+02:00,HDT7.5,50,2553,2507,167359
2026-08-20T04:09:28+02:00,HDT6,50,2178,2272,184552
2026-08-20T04:13:10+02:00,HDT4,50,1952,1901,220701
2026-08-20T04:17:33+02:00,HDT3,50,1639,1600,262266
2026-08-20T04:23:19+02:00,HDT2,50,1100,1219,344200
2026-08-20T04:26:08+02:00,HDT7.5,50,2576,2503,167634
2026-08-20T04:29:14+02:00,HDT6,50,2342,2269,184974
2026-08-20T04:32:56+02:00,HDT4,50,1952,1901,220742
2026-08-20T04:37:20+02:00,HDT3,50,1553,1596,262881
2026-08-20T04:43:05+02:00,HDT2,50,1249,1220,343755
2026-08-20T04:45:54+02:00,HDT7.5,50,2568,2494,168192
2026-08-20T04:49:00+02:00,HDT6,50,2342,2272,184593
2026-08-20T04:52:42+02:00,HDT4,50,1952,1900,220708
2026-08-20T04:57:05+02:00,HDT3,50,1327,1601,262054
2026-08-20T05:02:51+02:00,HDT2,50,1249,1219,344240
2026-08-20T05:05:40+02:00,HDT7.5,50,2576,2492,168260
2026-08-20T05:08:46+02:00,HDT6,50,2170,2269,184824
2026-08-20T05:12:28+02:00,HDT4,50,1905,1901,220653
2026-08-20T05:16:52+02:00,HDT3,50,1639,1597,262820
2026-08-20T05:22:38+02:00,HDT2,50,1249,1218,344399
2026-08-20T05:25:27+02:00,HDT7.5,50,2568,2490,168517
2026-08-20T05:28:33+02:00,HDT6,50,2342,2277,184128
2026-08-20T05:32:15+02:00,HDT4,50,1952,1902,220593
2026-08-20T05:36:39+02:00,HDT3,50,1639,1594,263165
2026-08-20T05:42:25+02:00,HDT2,50,1249,1217,344559
2026-08-20T05:45:15+02:00,HDT7.5,50,2131,2490,168481
2026-08-20T05:48:20+02:00,HDT6,50,2326,2277,184292
2026-08-20T05:52:01+02:00,HDT4,50,1952,1905,220121
2026-08-20T05:56:26+02:00,HDT3,50,1311,1591,263658
2026-08-20T06:02:13+02:00,HDT2,50,1249,1216,345026
2026-08-20T06:05:02+02:00,HDT7.5,50,2576,2494,168326
2026-08-20T06:08:08+02:00,HDT6,50,2342,2273,184601
2026-08-20T06:11:51+02:00,HDT4,50,1952,1893,221703
2026-08-20T06:16:15+02:00,HDT3,50,1639,1595,263076
2026-08-20T06:22:02+02:00,HDT2,50,1249,1214,345584
2026-08-20T06:24:52+02:00,HDT7.5,50,2561,2488,168667
2026-08-20T06:27:58+02:00,HDT6,50,2342,2273,184616
2026-08-20T06:31:39+02:00,HDT4,50,1952,1904,220309
2026-08-20T06:36:03+02:00,HDT3,50,1639,1595,263041
2026-08-20T06:41:50+02:00,HDT2,50,1249,1214,345297
2026-08-20T06:44:39+02:00,HDT7.5,50,2576,2494,168121
2026-08-20T06:47:44+02:00,HDT6,50,2342,2281,183884
2026-08-20T06:51:27+02:00,HDT4,50,1561,1897,221140
2026-08-20T06:55:52+02:00,HDT3,50,1327,1592,263578
2026-08-20T07:01:38+02:00,HDT2,50,1233,1215,345078
2026-08-20T07:04:27+02:00,HDT7.5,50,2576,2496,168007
2026-08-20T07:07:33+02:00,HDT6,50,2342,2272,184650
2026-08-20T07:11:16+02:00,HDT4,50,1952,1894,221539
2026-08-20T07:15:40+02:00,HDT3,50,1639,1595,263095
2026-08-20T07:21:25+02:00,HDT2,50,1249,1220,343965
2026-08-20T07:24:15+02:00,HDT7.5,50,2561,2493,168271
2026-08-20T07:27:21+02:00,HDT6,50,2334,2265,185242
2026-08-20T07:31:04+02:00,HDT4,50,1952,1895,221351
2026-08-20T07:35:28+02:00,HDT3,50,1639,1595,263028
2026-08-20T07:41:13+02:00,HDT2,50,1249,1220,343895
2026-08-20T07:44:02+02:00,HDT7.5,50,2576,2497,168014
2026-08-20T07:47:08+02:00,HDT6,50,2162,2281,183958
2026-08-20T07:50:50+02:00,HDT4,50,1952,1899,221000
2026-08-20T07:55:14+02:00,HDT3,50,1639,1594,263186
2026-08-20T08:01:01+02:00,HDT2,50,1249,1215,345331
2026-08-20T08:03:50+02:00,HDT7.5,50,2576,2496,168090
2026-08-20T08:06:57+02:00,HDT6,50,2342,2261,185545
2026-08-20T08:10:39+02:00,HDT4,50,1952,1895,221379
2026-08-20T08:15:05+02:00,HDT3,50,1639,1589,264026
2026-08-20T08:20:52+02:00,HDT2,50,1163,1212,346208
2026-08-20T08:23:41+02:00,HDT7.5,50,2576,2494,168170
2026-08-20T08:26:48+02:00,HDT6,50,2350,2259,185659
2026-08-20T08:30:31+02:00,HDT4,50,1952,1891,221808
2026-08-20T08:34:55+02:00,HDT3,50,1639,1596,262859
2026-08-20T08:40:45+02:00,HDT2,50,1249,1204,348580
2026-08-20T08:43:38+02:00,HDT7.5,50,2568,2437,172092
2026-08-20T08:46:50+02:00,HDT6,50,1983,2209,189901
2026-08-20T08:50:36+02:00,HDT4,50,1936,1861,225455
2026-08-20T08:55:06+02:00,HDT3,50,1374,1562,268747
2026-08-20T09:00:55+02:00,HDT2,50,1249,1205,347942
2026-08-20T09:03:49+02:00,HDT7.5,50,2092,2438,172247
2026-08-20T09:06:58+02:00,HDT6,50,2311,2235,187710
2026-08-20T09:10:44+02:00,HDT4,50,1952,1866,224931
2026-08-20T09:15:11+02:00,HDT3,50,1639,1580,265494
2026-08-20T09:21:01+02:00,HDT2,50,1249,1203,348575
2026-08-20T09:23:59+02:00,HDT7.5,50,2561,2372,176803
2026-08-20T09:27:10+02:00,HDT6,50,2342,2203,190416
2026-08-20T09:30:54+02:00,HDT4,50,1881,1883,222724
2026-08-20T09:35:25+02:00,HDT3,50,1639,1558,269123
2026-08-20T09:41:16+02:00,HDT2,50,1249,1199,349800
2026-08-20T09:44:07+02:00,HDT7.5,50,2451,2459,170549
2026-08-20T09:47:17+02:00,HDT6,50,2334,2226,188592
2026-08-20T09:51:04+02:00,HDT4,50,1944,1864,225024
2026-08-20T09:55:32+02:00,HDT3,50,1522,1567,267722
2026-08-20T10:01:25+02:00,HDT2,50,1241,1195,351044
2026-08-20T10:04:25+02:00,HDT7.5,50,2397,2346,178709
2026-08-20T10:08:45+02:00,HDT6,50,1881,1612,192945
2026-08-20T10:12:32+02:00,HDT4,50,1936,1863,225212
2026-08-20T10:17:00+02:00,HDT3,50,1280,1569,267309
2026-08-20T10:18:25+02:00,HDT2,50,1241,1195,351044
