# HDT throughput run started 2026-08-21T14:17:49+02:00
# config: virtual_file_size_mb=50 conn_interval_units=40 packet_size_bytes=247 delay=5
timestamp,phy,virtual_file_size_mb,throughput_kbps,avg_throughput_kbps,transfer_time_ms
2026-08-21T17:34:32+02:00,HDT2,50,1249,1235,339732
2026-08-21T17:37:18+02:00,HDT7.5,50,2576,2540,165111
2026-08-21T17:40:21+02:00,HDT6,50,2342,2305,182142
2026-08-21T17:44:00+02:00,HDT4,50,1952,1926,217806
2026-08-21T17:48:21+02:00,HDT3,50,1639,1616,259678
2026-08-21T17:54:03+02:00,HDT2,50,1249,1231,340896
2026-08-21T17:56:50+02:00,HDT7.5,50,2576,2532,165700
2026-08-21T17:59:54+02:00,HDT6,50,2342,2300,182429
2026-08-21T18:03:34+02:00,HDT4,50,1952,1916,219004
2026-08-21T18:07:55+02:00,HDT3,50,1639,1617,259438
2026-08-21T18:13:38+02:00,HDT2,50,1249,1228,341654
2026-08-21T18:16:24+02:00,HDT7.5,50,2576,2539,165177
2026-08-21T18:19:27+02:00,HDT6,50,1873,2314,181355
2026-08-21T18:23:07+02:00,HDT4,50,1952,1918,218740
2026-08-21T18:27:28+02:00,HDT3,50,1639,1614,259892
2026-08-21T18:33:10+02:00,HDT2,50,1249,1231,340862
2026-08-21T18:35:57+02:00,HDT7.5,50,2576,2528,165936
2026-08-21T18:39:00+02:00,HDT6,50,2342,2307,181818
2026-08-21T18:42:39+02:00,HDT4,50,1952,1928,217616
2026-08-21T18:47:00+02:00,HDT3,50,1639,1616,259527
2026-08-21T18:52:41+02:00,HDT2,50,1249,1231,340686
2026-08-21T18:55:29+02:00,HDT7.5,50,2576,2530,165861
2026-08-21T18:58:31+02:00,HDT6,50,1873,2310,181639
2026-08-21T19:02:11+02:00,HDT4,50,1952,1924,217965
2026-08-21T19:06:32+02:00,HDT3,50,1639,1614,259941
2026-08-21T19:12:14+02:00,HDT2,50,1249,1229,341318
2026-08-21T19:15:01+02:00,HDT7.5,50,2576,2537,165332
2026-08-21T19:18:04+02:00,HDT6,50,2342,2310,181644
2026-08-21T19:21:43+02:00,HDT4,50,1952,1924,218103
2026-08-21T19:26:04+02:00,HDT3,50,1639,1613,260154
2026-08-21T19:31:47+02:00,HDT2,50,1249,1230,341046
2026-08-21T19:34:33+02:00,HDT7.5,50,2576,2541,165111
2026-08-21T19:37:37+02:00,HDT6,50,2342,2302,182289
2026-08-21T19:41:16+02:00,HDT4,50,1944,1925,217925
2026-08-21T19:45:37+02:00,HDT3,50,1639,1613,260004
2026-08-21T19:51:20+02:00,HDT2,50,1249,1227,341766
2026-08-21T19:54:07+02:00,HDT7.5,50,2576,2531,165770
2026-08-21T19:57:10+02:00,HDT6,50,2342,2304,182005
2026-08-21T20:00:50+02:00,HDT4,50,1944,1922,218291
2026-08-21T20:05:11+02:00,HDT3,50,1639,1615,259713
2026-08-21T20:10:53+02:00,HDT2,50,1249,1231,340681
2026-08-21T20:13:39+02:00,HDT7.5,50,2576,2541,165114
2026-08-21T20:16:42+02:00,HDT6,50,2342,2303,182135
2026-08-21T20:20:22+02:00,HDT4,50,1952,1924,218010
2026-08-21T20:24:43+02:00,HDT3,50,1639,1612,260327
2026-08-21T20:30:25+02:00,HDT2,50,1249,1231,340737
2026-08-21T20:33:11+02:00,HDT7.5,50,2576,2539,165202
2026-08-21T20:36:15+02:00,HDT6,50,2342,2303,182168
2026-08-21T20:39:54+02:00,HDT4,50,1952,1924,218349
2026-08-21T20:44:16+02:00,HDT3,50,1639,1609,260594
2026-08-21T20:49:58+02:00,HDT2,50,1249,1230,341073
2026-08-21T20:52:45+02:00,HDT7.5,50,2576,2536,165378
2026-08-21T20:55:48+02:00,HDT6,50,2342,2308,181769
2026-08-21T20:59:27+02:00,HDT4,50,1952,1926,217793
2026-08-21T21:03:48+02:00,HDT3,50,1639,1618,259294
2026-08-21T21:09:30+02:00,HDT2,50,1249,1230,341116
2026-08-21T21:12:17+02:00,HDT7.5,50,2576,2532,165619
2026-08-21T21:15:21+02:00,HDT6,50,2342,2292,183126
2026-08-21T21:19:01+02:00,HDT4,50,1952,1918,218657
2026-08-21T21:23:22+02:00,HDT3,50,1639,1613,260051
2026-08-21T21:29:04+02:00,HDT2,50,1249,1233,340232
2026-08-21T21:31:54+02:00,HDT7.5,50,2576,2480,169040
2026-08-21T21:35:01+02:00,HDT6,50,1920,2257,185919
2026-08-21T21:38:42+02:00,HDT4,50,1952,1915,219157
2026-08-21T21:43:03+02:00,HDT3,50,1639,1613,259991
2026-08-21T21:48:45+02:00,HDT2,50,999,1230,341072
2026-08-21T21:51:32+02:00,HDT7.5,50,2436,2528,165864
2026-08-21T21:54:35+02:00,HDT6,50,2342,2306,181958
2026-08-21T21:58:14+02:00,HDT4,50,1952,1927,217635
2026-08-21T22:02:35+02:00,HDT3,50,1639,1618,259436
2026-08-21T22:08:15+02:00,HDT2,50,999,1237,339157
2026-08-21T22:11:02+02:00,HDT7.5,50,2576,2539,165201
2026-08-21T22:14:04+02:00,HDT6,50,2342,2311,181589
2026-08-21T22:17:43+02:00,HDT4,50,1952,1927,217747
2026-08-21T22:22:04+02:00,HDT3,50,1639,1619,259148
2026-08-21T22:27:45+02:00,HDT2,50,1249,1232,340464
2026-08-21T22:30:31+02:00,HDT7.5,50,2576,2552,164422
2026-08-21T22:33:34+02:00,HDT6,50,2342,2313,181428
2026-08-21T22:37:13+02:00,HDT4,50,1952,1929,217590
2026-08-21T22:41:33+02:00,HDT3,50,1639,1618,259252
2026-08-21T22:47:15+02:00,HDT2,50,1249,1233,340261
2026-08-21T22:50:01+02:00,HDT7.5,50,2576,2536,165489
2026-08-21T22:53:04+02:00,HDT6,50,2342,2311,181497
2026-08-21T22:56:43+02:00,HDT4,50,1952,1922,218239
2026-08-21T23:01:04+02:00,HDT3,50,1639,1618,259288
2026-08-21T23:06:46+02:00,HDT2,50,1249,1230,341137
2026-08-21T23:09:33+02:00,HDT7.5,50,2568,2541,165096
2026-08-21T23:12:28+02:00,HDT6,50,2342,2406,174542
2026-08-21T23:16:07+02:00,HDT4,50,1952,1930,217336
2026-08-21T23:20:27+02:00,HDT3,50,1639,1622,258591
2026-08-21T23:26:09+02:00,HDT2,50,1249,1232,340468
2026-08-21T23:28:55+02:00,HDT7.5,50,2576,2536,165375
2026-08-21T23:31:58+02:00,HDT6,50,2342,2307,181877
2026-08-21T23:35:37+02:00,HDT4,50,1952,1927,217679
2026-08-21T23:39:58+02:00,HDT3,50,1639,1615,259701
2026-08-21T23:45:39+02:00,HDT2,50,1249,1233,340157
2026-08-21T23:48:26+02:00,HDT7.5,50,2576,2533,165668
2026-08-21T23:51:30+02:00,HDT6,50,2342,2304,182055
2026-08-21T23:55:09+02:00,HDT4,50,1952,1926,217838
2026-08-21T23:59:30+02:00,HDT3,50,1639,1616,259579
2026-08-22T00:05:11+02:00,HDT2,50,1249,1232,340418
2026-08-22T00:07:58+02:00,HDT7.5,50,2576,2531,165699
2026-08-22T00:11:01+02:00,HDT6,50,2342,2311,181474
2026-08-22T00:14:40+02:00,HDT4,50,1952,1926,217875
2026-08-22T00:19:01+02:00,HDT3,50,1639,1615,259734
2026-08-22T00:24:43+02:00,HDT2,50,1249,1229,341176
2026-08-22T00:27:30+02:00,HDT7.5,50,2576,2539,165274
2026-08-22T00:30:32+02:00,HDT6,50,2342,2311,181459
2026-08-22T00:34:12+02:00,HDT4,50,1952,1921,218345
2026-08-22T00:38:33+02:00,HDT3,50,1639,1616,259656
2026-08-22T00:44:15+02:00,HDT2,50,1249,1231,340757
2026-08-22T00:47:01+02:00,HDT7.5,50,2576,2539,165235
2026-08-22T00:50:04+02:00,HDT6,50,2342,2316,181162
2026-08-22T00:53:43+02:00,HDT4,50,1952,1926,217896
2026-08-22T00:58:03+02:00,HDT3,50,1639,1622,258659
2026-08-22T01:03:44+02:00,HDT2,50,1249,1232,340474
2026-08-22T01:06:30+02:00,HDT7.5,50,2576,2554,164319
2026-08-22T01:09:32+02:00,HDT6,50,2342,2315,181209
2026-08-22T01:13:11+02:00,HDT4,50,1952,1928,217639
2026-08-22T01:17:32+02:00,HDT3,50,1639,1618,259296
2026-08-22T01:23:13+02:00,HDT2,50,1007,1235,339642
2026-08-22T01:25:59+02:00,HDT7.5,50,2584,2542,165073
2026-08-22T01:29:02+02:00,HDT6,50,2342,2308,181731
2026-08-22T01:32:40+02:00,HDT4,50,1952,1931,217248
2026-08-22T01:37:00+02:00,HDT3,50,1639,1623,258410
2026-08-22T01:42:41+02:00,HDT2,50,1249,1235,339579
2026-08-22T01:45:27+02:00,HDT7.5,50,2576,2544,164963
2026-08-22T01:48:30+02:00,HDT6,50,2342,2303,182122
2026-08-22T01:52:09+02:00,HDT4,50,1952,1931,217298
2026-08-22T01:56:30+02:00,HDT3,50,1311,1617,259566
2026-08-22T02:02:10+02:00,HDT2,50,1249,1237,339160
2026-08-22T02:04:56+02:00,HDT7.5,50,2576,2542,165085
2026-08-22T02:07:59+02:00,HDT6,50,2342,2309,181669
2026-08-22T02:11:38+02:00,HDT4,50,1959,1928,217553
2026-08-22T02:15:58+02:00,HDT3,50,1639,1620,259032
2026-08-22T02:21:40+02:00,HDT2,50,1257,1230,340933
2026-08-22T02:24:27+02:00,HDT7.5,50,2576,2537,165404
2026-08-22T02:27:29+02:00,HDT6,50,2342,2315,181239
2026-08-22T02:31:09+02:00,HDT4,50,1952,1926,217901
2026-08-22T02:35:30+02:00,HDT3,50,1639,1614,259919
2026-08-22T02:41:11+02:00,HDT2,50,1249,1235,339669
2026-08-22T02:43:57+02:00,HDT7.5,50,2576,2537,165362
2026-08-22T02:47:00+02:00,HDT6,50,2342,2307,181795
2026-08-22T02:50:38+02:00,HDT4,50,1952,1933,217018
2026-08-22T02:54:59+02:00,HDT3,50,1639,1619,259103
2026-08-22T03:00:40+02:00,HDT2,50,1249,1232,340558
2026-08-22T03:03:27+02:00,HDT7.5,50,2576,2543,164966
2026-08-22T03:06:29+02:00,HDT6,50,2342,2312,181426
2026-08-22T03:10:08+02:00,HDT4,50,1952,1927,217679
2026-08-22T03:14:29+02:00,HDT3,50,1639,1615,259705
2026-08-22T03:20:11+02:00,HDT2,50,1249,1231,340640
2026-08-22T03:22:57+02:00,HDT7.5,50,2576,2547,164676
2026-08-22T03:26:00+02:00,HDT6,50,2342,2311,181515
2026-08-22T03:29:39+02:00,HDT4,50,1944,1922,218200
2026-08-22T03:33:59+02:00,HDT3,50,1639,1619,259153
2026-08-22T03:39:41+02:00,HDT2,50,1249,1230,340939
2026-08-22T03:42:28+02:00,HDT7.5,50,2576,2544,164915
2026-08-22T03:45:30+02:00,HDT6,50,2342,2321,180752
2026-08-22T03:49:08+02:00,HDT4,50,1952,1930,217297
2026-08-22T03:53:28+02:00,HDT3,50,1639,1619,259060
2026-08-22T03:59:09+02:00,HDT2,50,1249,1236,339306
2026-08-22T04:01:56+02:00,HDT7.5,50,2576,2535,165504
2026-08-22T04:04:58+02:00,HDT6,50,2342,2309,181606
2026-08-22T04:08:38+02:00,HDT4,50,1952,1922,218202
2026-08-22T04:12:58+02:00,HDT3,50,1639,1617,259312
2026-08-22T04:18:39+02:00,HDT2,50,1249,1235,339659
2026-08-22T04:21:26+02:00,HDT7.5,50,2576,2537,165308
2026-08-22T04:24:28+02:00,HDT6,50,2342,2314,181275
