# HDT throughput run started 2026-09-22T15:42:49+02:00
# config: virtual_file_size_mb=50 conn_interval_units=160 packet_size_bytes=506 delay=5
timestamp,phy,virtual_file_size_mb,throughput_kbps,avg_throughput_kbps,transfer_time_ms,connection_interval_ms,packet_size_bytes
2026-09-22T17:34:20+02:00,HDT3,50,2189,2142,195828,200,506
2026-09-22T17:38:55+02:00,HDT2,50,1577,1543,271828,200,506
2026-09-22T17:40:49+02:00,HDT7.5,50,3959,3832,109485,200,506
2026-09-22T17:42:55+02:00,HDT6,50,3492,3421,122594,200,506
2026-09-22T17:45:38+02:00,HDT4,50,2688,2638,158969,200,506
2026-09-22T17:48:58+02:00,HDT3,50,2156,2142,195906,200,506
2026-09-22T17:53:31+02:00,HDT2,50,1577,1554,269562,200,506
2026-09-22T17:55:22+02:00,HDT7.5,50,3991,3940,106438,200,506
2026-09-22T17:57:27+02:00,HDT6,50,3508,3455,121422,200,506
2026-09-22T18:00:10+02:00,HDT4,50,2688,2649,158328,200,506
2026-09-22T18:03:29+02:00,HDT3,50,2172,2145,195735,200,506
2026-09-22T18:08:04+02:00,HDT2,50,1577,1552,270547,200,506
2026-09-22T18:09:55+02:00,HDT7.5,50,3991,3888,107875,200,506
2026-09-22T18:12:01+02:00,HDT6,50,2832,3433,122219,200,506
2026-09-22T18:14:44+02:00,HDT4,50,2688,2645,158562,200,506
2026-09-22T18:18:03+02:00,HDT3,50,2140,2145,195594,200,506
2026-09-22T18:22:38+02:00,HDT2,50,1545,1549,270781,200,506
2026-09-22T18:24:29+02:00,HDT7.5,50,3991,3916,107172,200,506
2026-09-22T18:26:35+02:00,HDT6,50,3492,3436,122359,200,506
2026-09-22T18:29:18+02:00,HDT4,50,2688,2651,158266,200,506
2026-09-22T18:32:36+02:00,HDT3,50,2172,2152,194969,200,506
2026-09-22T18:37:11+02:00,HDT2,50,1529,1548,271032,200,506
2026-09-22T18:39:02+02:00,HDT7.5,50,3975,3927,106797,200,506
2026-09-22T18:41:08+02:00,HDT6,50,3492,3433,122172,200,506
2026-09-22T18:43:50+02:00,HDT4,50,2688,2662,157547,200,506
2026-09-22T18:47:10+02:00,HDT3,50,2156,2131,196890,200,506
2026-09-22T18:51:44+02:00,HDT2,50,1577,1552,270313,200,506
2026-09-22T18:53:35+02:00,HDT7.5,50,3975,3943,106391,200,506
2026-09-22T18:55:40+02:00,HDT6,50,3508,3459,121297,200,506
2026-09-22T18:58:22+02:00,HDT4,50,2688,2651,158312,200,506
2026-09-22T19:01:41+02:00,HDT3,50,2140,2155,194640,200,506
2026-09-22T19:06:14+02:00,HDT2,50,1448,1555,269687,200,506
2026-09-22T19:08:05+02:00,HDT7.5,50,3911,3934,106703,200,506
2026-09-22T19:10:11+02:00,HDT6,50,3508,3430,122485,200,506
2026-09-22T19:12:53+02:00,HDT4,50,2688,2651,158187,200,506
2026-09-22T19:16:11+02:00,HDT3,50,2172,2157,194547,200,506
2026-09-22T19:20:46+02:00,HDT2,50,1577,1550,270750,200,506
2026-09-22T19:22:37+02:00,HDT7.5,50,3959,3902,107485,200,506
2026-09-22T19:24:43+02:00,HDT6,50,3492,3428,122406,200,506
2026-09-22T19:27:26+02:00,HDT4,50,2688,2650,158265,200,506
2026-09-22T19:30:45+02:00,HDT3,50,2189,2148,195266,200,506
2026-09-22T19:35:20+02:00,HDT2,50,1577,1546,270969,200,506
2026-09-22T19:37:11+02:00,HDT7.5,50,3895,3927,106875,200,506
2026-09-22T19:39:16+02:00,HDT6,50,3492,3452,121531,200,506
2026-09-22T19:41:58+02:00,HDT4,50,2688,2653,158156,200,506
2026-09-22T19:45:16+02:00,HDT3,50,2156,2162,194032,200,506
2026-09-22T19:49:51+02:00,HDT2,50,1555,1549,270593,200,506
2026-09-22T19:51:41+02:00,HDT7.5,50,3975,3935,106625,200,506
2026-09-22T19:53:48+02:00,HDT6,50,3508,3423,122562,200,506
2026-09-22T19:56:30+02:00,HDT4,50,2688,2639,158985,200,506
2026-09-22T19:59:49+02:00,HDT3,50,2189,2151,195047,200,506
2026-09-22T20:04:23+02:00,HDT2,50,1577,1553,270313,200,506
2026-09-22T20:06:15+02:00,HDT7.5,50,3895,3896,107687,200,506
2026-09-22T20:08:21+02:00,HDT6,50,3492,3432,122203,200,506
2026-09-22T20:11:04+02:00,HDT4,50,2688,2648,158390,200,506
2026-09-22T20:14:23+02:00,HDT3,50,2172,2145,195500,200,506
2026-09-22T20:18:57+02:00,HDT2,50,1545,1549,270781,200,506
2026-09-22T20:20:49+02:00,HDT7.5,50,3991,3901,107343,200,506
2026-09-22T20:22:54+02:00,HDT6,50,3412,3463,121110,200,506
2026-09-22T20:25:37+02:00,HDT4,50,2688,2634,159250,200,506
2026-09-22T20:28:56+02:00,HDT3,50,2156,2155,194875,200,506
2026-09-22T20:33:29+02:00,HDT2,50,1577,1559,269078,200,506
2026-09-22T20:35:20+02:00,HDT7.5,50,3975,3905,107156,200,506
2026-09-22T20:37:25+02:00,HDT6,50,3508,3457,121422,200,506
2026-09-22T20:40:08+02:00,HDT4,50,2688,2646,158531,200,506
2026-09-22T20:43:26+02:00,HDT3,50,2172,2151,195016,200,506
2026-09-22T20:48:00+02:00,HDT2,50,1583,1552,270219,200,506
2026-09-22T20:49:51+02:00,HDT7.5,50,3911,3926,106875,200,506
2026-09-22T20:51:56+02:00,HDT6,50,3444,3467,121047,200,506
2026-09-22T20:54:38+02:00,HDT4,50,2639,2655,158000,200,506
2026-09-22T20:57:57+02:00,HDT3,50,2172,2157,194485,200,506
2026-09-22T21:02:31+02:00,HDT2,50,1545,1548,270938,200,506
2026-09-22T21:04:22+02:00,HDT7.5,50,3991,3917,106844,200,506
2026-09-22T21:06:28+02:00,HDT6,50,3508,3446,121750,200,506
2026-09-22T21:09:10+02:00,HDT4,50,2688,2643,158719,200,506
2026-09-22T21:12:30+02:00,HDT3,50,2164,2140,196015,200,506
2026-09-22T21:17:05+02:00,HDT2,50,1577,1548,271032,200,506
2026-09-22T21:18:56+02:00,HDT7.5,50,3991,3918,107093,200,506
2026-09-22T21:21:02+02:00,HDT6,50,3476,3446,121750,200,506
2026-09-22T21:23:44+02:00,HDT4,50,2688,2647,158453,200,506
2026-09-22T21:27:02+02:00,HDT3,50,2172,2156,194594,200,506
2026-09-22T21:31:37+02:00,HDT2,50,1577,1551,270469,200,506
2026-09-22T21:33:27+02:00,HDT7.5,50,3975,3941,106469,200,506
2026-09-22T21:35:32+02:00,HDT6,50,3492,3441,121891,200,506
2026-09-22T21:38:15+02:00,HDT4,50,2671,2644,158672,200,506
2026-09-22T21:41:35+02:00,HDT3,50,2189,2142,195875,200,506
2026-09-22T21:46:10+02:00,HDT2,50,1577,1547,271187,200,506
2026-09-22T21:48:02+02:00,HDT7.5,50,3991,3889,107656,200,506
2026-09-22T21:50:07+02:00,HDT6,50,3478,3449,121625,200,506
2026-09-22T21:52:50+02:00,HDT4,50,2639,2635,159156,200,506
2026-09-22T21:56:09+02:00,HDT3,50,2172,2155,194671,200,506
2026-09-22T22:00:42+02:00,HDT2,50,1577,1553,270047,200,506
2026-09-22T22:02:33+02:00,HDT7.5,50,3911,3923,106953,200,506
2026-09-22T22:04:39+02:00,HDT6,50,3492,3442,121844,200,506
2026-09-22T22:07:21+02:00,HDT4,50,2639,2654,158094,200,506
2026-09-22T22:10:39+02:00,HDT3,50,2172,2163,194015,200,506
2026-09-22T22:15:13+02:00,HDT2,50,1577,1553,270094,200,506
2026-09-22T22:17:04+02:00,HDT7.5,50,3975,3903,107468,200,506
2026-09-22T22:19:11+02:00,HDT6,50,3492,3409,123047,200,506
2026-09-22T22:21:53+02:00,HDT4,50,2688,2654,158125,200,506
2026-09-22T22:25:11+02:00,HDT3,50,2189,2153,194828,200,506
2026-09-22T22:29:46+02:00,HDT2,50,1577,1552,270297,200,506
2026-09-22T22:31:36+02:00,HDT7.5,50,3991,3949,106265,200,506
2026-09-22T22:33:42+02:00,HDT6,50,3492,3432,122187,200,506
2026-09-22T22:36:24+02:00,HDT4,50,2671,2639,158891,200,506
2026-09-22T22:39:42+02:00,HDT3,50,2172,2158,194469,200,506
2026-09-22T22:44:16+02:00,HDT2,50,1577,1557,269453,200,506
2026-09-22T22:46:07+02:00,HDT7.5,50,3911,3887,107922,200,506
2026-09-22T22:48:13+02:00,HDT6,50,3508,3445,121843,200,506
2026-09-22T22:50:56+02:00,HDT4,50,2688,2644,158672,200,506
2026-09-22T22:54:14+02:00,HDT3,50,2172,2159,194328,200,506
2026-09-22T22:58:49+02:00,HDT2,50,1577,1548,270875,200,506
2026-09-22T23:00:39+02:00,HDT7.5,50,3911,3919,107016,200,506
2026-09-22T23:02:46+02:00,HDT6,50,3428,3412,122937,200,506
2026-09-22T23:05:29+02:00,HDT4,50,2671,2642,158953,200,506
2026-09-22T23:08:48+02:00,HDT3,50,2172,2154,194734,200,506
2026-09-22T23:13:22+02:00,HDT2,50,1577,1547,270781,200,506
2026-09-22T23:15:13+02:00,HDT7.5,50,3991,3943,106391,200,506
2026-09-22T23:17:18+02:00,HDT6,50,3508,3445,121813,200,506
2026-09-22T23:20:00+02:00,HDT4,50,2688,2660,157750,200,506
2026-09-22T23:23:19+02:00,HDT3,50,2189,2152,194657,200,506
2026-09-22T23:27:54+02:00,HDT2,50,1539,1549,270859,200,506
2026-09-22T23:29:45+02:00,HDT7.5,50,3975,3906,107422,200,506
2026-09-22T23:31:50+02:00,HDT6,50,3492,3453,121469,200,506
2026-09-22T23:34:32+02:00,HDT4,50,2688,2662,157547,200,506
2026-09-22T23:37:50+02:00,HDT3,50,2189,2157,194454,200,506
2026-09-22T23:42:25+02:00,HDT2,50,1577,1546,271219,200,506
2026-09-22T23:44:16+02:00,HDT7.5,50,3895,3925,106844,200,506
2026-09-22T23:46:23+02:00,HDT6,50,3508,3420,122454,200,506
2026-09-22T23:49:05+02:00,HDT4,50,2688,2658,157828,200,506
2026-09-22T23:52:25+02:00,HDT3,50,2172,2136,196406,200,506
2026-09-22T23:56:58+02:00,HDT2,50,1545,1558,269328,200,506
2026-09-22T23:58:49+02:00,HDT7.5,50,3911,3926,106875,200,506
2026-09-23T00:00:54+02:00,HDT6,50,3428,3468,121016,200,506
2026-09-23T00:03:36+02:00,HDT4,50,2688,2652,158203,200,506
2026-09-23T00:06:55+02:00,HDT3,50,2189,2145,195547,200,506
2026-09-23T00:11:30+02:00,HDT2,50,1577,1552,270391,200,506
2026-09-23T00:13:21+02:00,HDT7.5,50,3975,3912,107282,200,506
2026-09-23T00:15:27+02:00,HDT6,50,3492,3436,122141,200,506
2026-09-23T00:18:09+02:00,HDT4,50,2688,2653,158110,200,506
2026-09-23T00:21:28+02:00,HDT3,50,2140,2149,195219,200,506
2026-09-23T00:26:02+02:00,HDT2,50,1577,1553,269969,200,506
2026-09-23T00:27:53+02:00,HDT7.5,50,3975,3915,107390,200,506
2026-09-23T00:29:59+02:00,HDT6,50,3412,3448,121703,200,506
2026-09-23T00:32:40+02:00,HDT4,50,2688,2665,157485,200,506
2026-09-23T00:35:59+02:00,HDT3,50,2156,2153,194844,200,506
2026-09-23T00:40:33+02:00,HDT2,50,1577,1551,270391,200,506
2026-09-23T00:42:25+02:00,HDT7.5,50,3991,3914,107203,200,506
2026-09-23T00:44:31+02:00,HDT6,50,3428,3441,121968,200,506
2026-09-23T00:47:13+02:00,HDT4,50,2688,2649,158329,200,506
2026-09-23T00:50:32+02:00,HDT3,50,2140,2150,195156,200,506
2026-09-23T00:55:07+02:00,HDT2,50,1545,1550,270657,200,506
2026-09-23T00:56:57+02:00,HDT7.5,50,3895,3935,106640,200,506
2026-09-23T00:59:03+02:00,HDT6,50,3492,3423,122578,200,506
2026-09-23T01:01:45+02:00,HDT4,50,2688,2662,157610,200,506
2026-09-23T01:05:04+02:00,HDT3,50,1303,2151,194985,200,506
2026-09-23T01:09:38+02:00,HDT2,50,1577,1547,270875,200,506
2026-09-23T01:11:29+02:00,HDT7.5,50,3975,3928,106781,200,506
2026-09-23T01:13:34+02:00,HDT6,50,3508,3449,121625,200,506
2026-09-23T01:16:17+02:00,HDT4,50,2688,2651,158235,200,506
2026-09-23T01:19:36+02:00,HDT3,50,2172,2150,195328,200,506
2026-09-23T01:24:11+02:00,HDT2,50,1545,1545,271375,200,506
2026-09-23T01:26:03+02:00,HDT7.5,50,3895,3891,107843,200,506
2026-09-23T01:28:10+02:00,HDT6,50,3508,3415,122813,200,506
2026-09-23T01:30:53+02:00,HDT4,50,2639,2639,158985,200,506
2026-09-23T01:34:12+02:00,HDT3,50,2172,2148,195250,200,506
2026-09-23T01:38:46+02:00,HDT2,50,1577,1547,271125,200,506
2026-09-23T01:40:38+02:00,HDT7.5,50,3975,3905,107422,200,506
2026-09-23T01:42:43+02:00,HDT6,50,3492,3463,121188,200,506
2026-09-23T01:45:26+02:00,HDT4,50,2688,2639,159016,200,506
2026-09-23T01:48:44+02:00,HDT3,50,2172,2161,194110,200,506
2026-09-23T01:53:18+02:00,HDT2,50,1577,1550,270531,200,506
2026-09-23T01:55:09+02:00,HDT7.5,50,3975,3927,106797,200,506
2026-09-23T01:57:14+02:00,HDT6,50,3414,3450,121594,200,506
2026-09-23T01:59:57+02:00,HDT4,50,2639,2648,158406,200,506
2026-09-23T02:03:16+02:00,HDT3,50,2189,2146,195485,200,506
2026-09-23T02:07:51+02:00,HDT2,50,1577,1547,271375,200,506
2026-09-23T02:09:42+02:00,HDT7.5,50,3911,3911,107235,200,506
2026-09-23T02:11:48+02:00,HDT6,50,3492,3450,121610,200,506
2026-09-23T02:14:30+02:00,HDT4,50,2688,2654,158094,200,506
2026-09-23T02:17:49+02:00,HDT3,50,2172,2147,195438,200,506
2026-09-23T02:22:22+02:00,HDT2,50,1577,1556,269657,200,506
2026-09-23T02:24:13+02:00,HDT7.5,50,3911,3934,106625,200,506
2026-09-23T02:26:19+02:00,HDT6,50,3494,3434,122312,200,506
2026-09-23T02:29:01+02:00,HDT4,50,2688,2655,158032,200,506
2026-09-23T02:32:20+02:00,HDT3,50,2189,2147,195328,200,506
2026-09-23T02:36:54+02:00,HDT2,50,1545,1553,270172,200,506
2026-09-23T02:38:44+02:00,HDT7.5,50,3959,3942,106391,200,506
2026-09-23T02:40:50+02:00,HDT6,50,3508,3432,122281,200,506
2026-09-23T02:43:33+02:00,HDT4,50,2688,2644,158672,200,506
2026-09-23T02:46:52+02:00,HDT3,50,2189,2150,195156,200,506
2026-09-23T02:51:27+02:00,HDT2,50,1577,1546,271328,200,506
2026-09-23T02:53:18+02:00,HDT7.5,50,3991,3936,106765,200,506
2026-09-23T02:55:22+02:00,HDT6,50,3492,3468,121016,200,506
2026-09-23T02:58:05+02:00,HDT4,50,2688,2645,158578,200,506
2026-09-23T03:01:25+02:00,HDT3,50,2172,2145,195719,200,506
2026-09-23T03:06:00+02:00,HDT2,50,1577,1546,271297,200,506
2026-09-23T03:07:52+02:00,HDT7.5,50,3895,3889,107875,200,506
2026-09-23T03:09:57+02:00,HDT6,50,3412,3440,121969,200,506
2026-09-23T03:12:40+02:00,HDT4,50,2688,2635,159219,200,506
2026-09-23T03:15:59+02:00,HDT3,50,2189,2152,195171,200,506
2026-09-23T03:20:32+02:00,HDT2,50,1577,1557,269390,200,506
2026-09-23T03:22:23+02:00,HDT7.5,50,3895,3922,107000,200,506
2026-09-23T03:24:29+02:00,HDT6,50,3428,3442,121875,200,506
2026-09-23T03:27:11+02:00,HDT4,50,2688,2645,158609,200,506
2026-09-23T03:30:31+02:00,HDT3,50,2189,2140,195969,200,506
2026-09-23T03:35:04+02:00,HDT2,50,1577,1557,269516,200,506
2026-09-23T03:36:56+02:00,HDT7.5,50,3991,3908,107328,200,506
2026-09-23T03:39:01+02:00,HDT6,50,3508,3452,121578,200,506
2026-09-23T03:41:43+02:00,HDT4,50,2688,2646,158531,200,506
2026-09-23T03:45:02+02:00,HDT3,50,2172,2156,194563,200,506
2026-09-23T03:49:37+02:00,HDT2,50,1577,1548,271000,200,506
2026-09-23T03:51:28+02:00,HDT7.5,50,3975,3888,107907,200,506
2026-09-23T03:53:34+02:00,HDT6,50,3508,3441,121891,200,506
2026-09-23T03:56:15+02:00,HDT4,50,2639,2662,157766,200,506
2026-09-23T03:59:35+02:00,HDT3,50,2140,2139,196140,200,506
2026-09-23T04:04:10+02:00,HDT2,50,1545,1549,270985,200,506
2026-09-23T04:06:01+02:00,HDT7.5,50,3911,3911,107265,200,506
2026-09-23T04:08:07+02:00,HDT6,50,3508,3463,121140,200,506
2026-09-23T04:10:48+02:00,HDT4,50,2688,2665,157406,200,506
2026-09-23T04:14:07+02:00,HDT3,50,2172,2154,194735,200,506
2026-09-23T04:18:41+02:00,HDT2,50,1577,1552,270297,200,506
2026-09-23T04:20:33+02:00,HDT7.5,50,4007,3902,107298,200,506
2026-09-23T04:22:39+02:00,HDT6,50,3428,3434,122187,200,506
2026-09-23T04:25:20+02:00,HDT4,50,2639,2662,157578,200,506
2026-09-23T04:28:39+02:00,HDT3,50,2189,2151,195078,200,506
2026-09-23T04:33:15+02:00,HDT2,50,1545,1541,272203,200,506
2026-09-23T04:35:07+02:00,HDT7.5,50,3991,3879,108141,200,506
2026-09-23T04:37:13+02:00,HDT6,50,3508,3437,122062,200,506
2026-09-23T04:39:56+02:00,HDT4,50,2688,2646,158531,200,506
2026-09-23T04:43:14+02:00,HDT3,50,2156,2153,194782,200,506
2026-09-23T04:47:47+02:00,HDT2,50,1545,1559,269063,200,506
2026-09-23T04:49:39+02:00,HDT7.5,50,3895,3887,107906,200,506
2026-09-23T04:51:45+02:00,HDT6,50,3508,3437,122094,200,506
2026-09-23T04:54:26+02:00,HDT4,50,2478,2661,157656,200,506
2026-09-23T04:57:46+02:00,HDT3,50,2172,2144,195610,200,506
2026-09-23T05:02:20+02:00,HDT2,50,1577,1553,270375,200,506
2026-09-23T05:04:12+02:00,HDT7.5,50,3991,3883,108063,200,506
2026-09-23T05:06:18+02:00,HDT6,50,3478,3438,122219,200,506
2026-09-23T05:09:00+02:00,HDT4,50,2688,2651,158203,200,506
2026-09-23T05:12:19+02:00,HDT3,50,2189,2153,194891,200,506
2026-09-23T05:16:54+02:00,HDT2,50,1577,1546,271328,200,506
2026-09-23T05:18:47+02:00,HDT7.5,50,3895,3848,109000,200,506
2026-09-23T05:20:53+02:00,HDT6,50,3492,3432,122234,200,506
2026-09-23T05:23:36+02:00,HDT4,50,2704,2651,158281,200,506
2026-09-23T05:26:55+02:00,HDT3,50,2189,2150,195172,200,506
2026-09-23T05:31:29+02:00,HDT2,50,1577,1551,270453,200,506
2026-09-23T05:33:21+02:00,HDT7.5,50,3991,3869,108422,200,506
2026-09-23T05:35:28+02:00,HDT6,50,3412,3420,122671,200,506
2026-09-23T05:38:10+02:00,HDT4,50,2688,2655,158031,200,506
2026-09-23T05:41:28+02:00,HDT3,50,418,2154,194703,200,506
2026-09-23T05:46:02+02:00,HDT2,50,1545,1554,270000,200,506
2026-09-23T05:47:54+02:00,HDT7.5,50,3991,3905,107406,200,506
2026-09-23T05:50:00+02:00,HDT6,50,3492,3439,122047,200,506
2026-09-23T05:52:43+02:00,HDT4,50,2639,2641,158562,200,506
2026-09-23T05:56:01+02:00,HDT3,50,2140,2152,194922,200,506
2026-09-23T06:00:34+02:00,HDT2,50,1577,1556,269641,200,506
2026-09-23T06:02:25+02:00,HDT7.5,50,3991,3946,106282,200,506
2026-09-23T06:04:31+02:00,HDT6,50,2076,3432,121954,200,506
2026-09-23T06:07:13+02:00,HDT4,50,2688,2645,158625,200,506
2026-09-23T06:10:31+02:00,HDT3,50,2189,2159,194234,200,506
2026-09-23T06:15:07+02:00,HDT2,50,1577,1548,271250,200,506
2026-09-23T06:16:59+02:00,HDT7.5,50,3927,3860,108672,200,506
2026-09-23T06:19:05+02:00,HDT6,50,3508,3417,122766,200,506
2026-09-23T06:21:48+02:00,HDT4,50,2688,2639,158985,200,506
2026-09-23T06:25:07+02:00,HDT3,50,1818,2151,194984,200,506
2026-09-23T06:29:42+02:00,HDT2,50,1577,1545,271453,200,506
2026-09-23T06:31:36+02:00,HDT7.5,50,3895,3822,109797,200,506
2026-09-23T06:33:42+02:00,HDT6,50,3508,3452,121547,200,506
2026-09-23T06:36:24+02:00,HDT4,50,2688,2640,158859,200,506
2026-09-23T06:39:43+02:00,HDT3,50,2156,2150,195328,200,506
2026-09-23T06:44:18+02:00,HDT2,50,1577,1550,270688,200,506
2026-09-23T06:46:09+02:00,HDT7.5,50,3943,3901,107578,200,506
2026-09-23T06:48:15+02:00,HDT6,50,3492,3451,121610,200,506
2026-09-23T06:50:57+02:00,HDT4,50,2677,2660,158047,200,506
2026-09-23T06:54:16+02:00,HDT3,50,2172,2148,195313,200,506
2026-09-23T06:58:49+02:00,HDT2,50,1577,1557,269312,200,506
2026-09-23T07:00:40+02:00,HDT7.5,50,3991,3904,107671,200,506
2026-09-23T07:02:46+02:00,HDT6,50,3428,3440,121937,200,506
2026-09-23T07:05:28+02:00,HDT4,50,2639,2658,157844,200,506
2026-09-23T07:08:47+02:00,HDT3,50,2189,2150,195109,200,506
2026-09-23T07:13:21+02:00,HDT2,50,1577,1554,269984,200,506
2026-09-23T07:15:10+02:00,HDT7.5,50,3911,3964,105860,200,506
2026-09-23T07:17:15+02:00,HDT6,50,3508,3463,121171,200,506
2026-09-23T07:19:56+02:00,HDT4,50,2704,2666,157407,200,506
2026-09-23T07:23:15+02:00,HDT3,50,2189,2152,194875,200,506
2026-09-23T07:27:49+02:00,HDT2,50,1577,1554,269938,200,506
2026-09-23T07:29:40+02:00,HDT7.5,50,3975,3934,106954,200,506
2026-09-23T07:31:46+02:00,HDT6,50,3428,3437,122062,200,506
2026-09-23T07:34:29+02:00,HDT4,50,2639,2641,158812,200,506
2026-09-23T07:37:47+02:00,HDT3,50,2172,2159,194453,200,506
2026-09-23T07:42:20+02:00,HDT2,50,1577,1558,269001,200,506
2026-09-23T07:44:10+02:00,HDT7.5,50,3975,3940,106453,200,506
2026-09-23T07:46:16+02:00,HDT6,50,3508,3463,121157,200,506
2026-09-23T07:48:57+02:00,HDT4,50,2688,2659,157812,200,506
2026-09-23T07:52:16+02:00,HDT3,50,2140,2154,194703,200,506
2026-09-23T07:56:50+02:00,HDT2,50,1577,1550,270000,200,506
2026-09-23T07:58:41+02:00,HDT7.5,50,3911,3920,107063,200,506
2026-09-23T08:00:46+02:00,HDT6,50,3508,3453,121469,200,506
2026-09-23T08:03:28+02:00,HDT4,50,2688,2659,157781,200,506
2026-09-23T08:06:48+02:00,HDT3,50,2189,2141,195890,200,506
2026-09-23T08:11:22+02:00,HDT2,50,1577,1554,270125,200,506
2026-09-23T08:13:11+02:00,HDT7.5,50,3991,3960,106000,200,506
2026-09-23T08:15:16+02:00,HDT6,50,3428,3470,120875,200,506
2026-09-23T08:17:58+02:00,HDT4,50,2688,2664,157500,200,506
2026-09-23T08:21:15+02:00,HDT3,50,2189,2161,194140,200,506
2026-09-23T08:25:47+02:00,HDT2,50,1545,1567,267750,200,506
2026-09-23T08:27:37+02:00,HDT7.5,50,3975,3944,106406,200,506
2026-09-23T08:29:43+02:00,HDT6,50,3492,3448,121657,200,506
2026-09-23T08:32:25+02:00,HDT4,50,2639,2662,157765,200,506
2026-09-23T08:35:44+02:00,HDT3,50,2156,2151,195063,200,506
2026-09-23T08:40:18+02:00,HDT2,50,1577,1551,270672,200,506
